,price,year,condition,cylinders,odometer,title_status,transmission,drive,size,lat,long,weather
859,28000,2015,3,6,68800,clean,automatic,4wd,full-size,44.9043,-97.124,38.0
860,15880,2009,3,8,113826,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
861,23495,2015,3,8,102689,clean,automatic,4wd,full-size,38.671618,-94.36650999999999,52.0
862,18880,2013,3,6,123674,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
863,11000,2009,2,8,225700,clean,automatic,4wd,full-size,30.246172,-89.761709,67.0
865,16979,2011,3,8,110236,clean,automatic,4wd,full-size,45.75027100000001,-111.184096,40.0
866,13995,2008,3,8,85000,clean,automatic,rwd,full-size,32.25,-110.8869,71.0
868,2500,2001,1,8,153300,clean,automatic,4wd,full-size,32.3766,-95.1252,67.0
869,11950,2007,3,8,77533,clean,automatic,4wd,full-size,37.286501,-80.056719,55.0
870,16987,2012,3,8,108956,clean,automatic,4wd,full-size,37.911918,-84.559276,50.0
871,15900,1977,4,8,24,clean,automatic,4wd,full-size,43.0932,-76.2904,53.0
873,17770,2011,3,6,118517,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
874,8995,2005,2,8,145612,clean,automatic,rwd,full-size,37.084348,-94.52426899999999,52.0
875,18500,2013,3,6,98000,rebuilt,automatic,4wd,full-size,40.254049,-76.03599100000001,53.0
877,10999,2008,2,8,122898,clean,automatic,rwd,full-size,36.56571,-119.613004,59.0
878,27550,2011,3,8,46096,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
879,5000,2005,2,8,154000,clean,automatic,4wd,full-size,43.0777,-76.9896,53.0
881,12995,2010,3,8,96121,clean,automatic,rwd,mid-size,44.52039,-88.06645,45.0
883,12495,2010,2,8,106000,clean,other,rwd,full-size,39.032924,-95.725312,51.0
884,4900,2003,2,8,249600,clean,automatic,4wd,full-size,43.1962,-86.2738,45.0
885,21995,2011,3,6,124507,clean,automatic,4wd,full-size,42.701772,-89.00885799999999,45.0
886,2795,2000,3,6,266007,clean,manual,rwd,full-size,34.055042,-117.756765,59.0
887,34984,2015,3,6,70939,clean,automatic,4wd,full-size,45.75027100000001,-111.184096,40.0
888,2750,2001,2,8,187000,clean,automatic,4wd,full-size,44.422948,-86.146889,45.0
889,2800,1988,2,6,156123,clean,manual,rwd,full-size,39.4852,-77.8954,52.0
890,5495,1999,3,8,235430,clean,automatic,4wd,full-size,45.518031,-122.578752,50.0
892,24995,2014,2,6,94921,clean,automatic,4wd,full-size,35.08651500000001,-106.563609,45.0
895,26525,2014,3,8,51638,clean,automatic,4wd,mid-size,42.18631,-71.83726,50.0
896,19995,2011,3,8,132000,lien,automatic,4wd,full-size,43.005,-73.8486,53.0
897,3000,1999,3,8,191,clean,automatic,4wd,full-size,39.814147,-84.264639,49.0
898,34995,2015,3,6,139848,clean,automatic,4wd,full-size,31.732124,-106.364833,67.0
899,4995,2001,2,6,123068,clean,automatic,rwd,full-size,37.36,-79.6522,55.0
900,25500,2012,4,8,107803,clean,automatic,4wd,full-size,35.138392,-79.03234499999999,56.0
901,17950,2013,2,6,148677,clean,automatic,4wd,full-size,34.614367,-97.967015,57.0
902,20000,2010,2,8,102000,lien,automatic,4wd,full-size,44.0496,-92.4896,43.0
904,900,1997,1,8,228000,clean,automatic,rwd,full-size,39.3455,-77.3832,56.0
905,2500,1998,2,6,210,clean,manual,fwd,full-size,28.811316,-81.281324,65.0
906,20000,2012,3,6,101000,lien,automatic,4wd,full-size,34.1921,-86.1941,61.0
908,24600,2014,3,6,91230,clean,automatic,4wd,full-size,32.1935,-95.8432,67.0
909,19880,2011,3,8,73224,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
910,3500,2001,2,8,400000,clean,automatic,rwd,full-size,34.4369,-119.7285,59.0
911,28400,2014,3,8,28795,clean,automatic,4wd,mid-size,36.47793,-79.7389,56.0
914,26400,2015,2,6,108000,clean,automatic,4wd,full-size,31.5765,-97.1786,67.0
915,8800,2007,2,8,191000,clean,automatic,4wd,full-size,44.660697,-123.182144,50.0
918,4700,2003,2,8,222706,clean,automatic,4wd,full-size,39.7309,-94.2437,52.0
919,34500,2015,3,6,26768,clean,automatic,4wd,full-size,40.76,-111.8627,50.0
920,21990,2014,3,8,96079,clean,automatic,4wd,full-size,43.154309,-75.930719,53.0
921,12488,2010,2,8,144570,clean,automatic,4wd,full-size,42.892121,-85.665539,45.0
923,14995,2009,3,8,136101,clean,automatic,4wd,full-size,38.159627,-85.69770799999999,50.0
925,5700,2002,2,8,176733,clean,automatic,4wd,full-size,41.875262,-84.018623,45.0
926,5500,2001,3,8,202000,clean,automatic,4wd,full-size,35.6156,-87.038,59.0
927,23000,2013,3,8,56482,clean,automatic,4wd,full-size,43.204762,-75.440834,53.0
928,8995,2006,3,8,115500,clean,automatic,rwd,full-size,42.016636,-91.666352,47.0
930,32482,2016,3,8,38205,clean,automatic,4wd,full-size,41.27492,-95.93723100000001,46.0
932,29995,2013,3,8,56711,clean,automatic,4wd,full-size,43.222926,-77.84495,53.0
933,6800,2004,2,8,143600,rebuilt,automatic,4wd,full-size,38.5507,-86.449,48.0
934,1000,1999,2,8,200000,clean,automatic,4wd,full-size,38.318868,-93.615415,52.0
935,32995,2015,3,6,61252,clean,automatic,4wd,full-size,38.671618,-94.36650999999999,52.0
936,30650,2015,3,8,38943,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
937,8995,2011,3,6,221523,clean,automatic,4wd,full-size,45.5576,-93.2889,43.0
938,17410,2011,3,6,113444,clean,automatic,rwd,full-size,30.219472,-97.759417,67.0
940,26995,2011,2,6,93136,clean,automatic,4wd,full-size,34.947213,-89.44095300000001,61.0
941,11880,2005,3,8,151726,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
943,25000,2011,3,6,61620,clean,automatic,4wd,mid-size,46.59003,-95.57415999999999,43.0
945,19900,2010,3,8,150114,clean,automatic,4wd,mid-size,38.88358,-94.79383,51.0
946,11977,2008,3,8,171488,clean,automatic,4wd,mid-size,44.87313,-87.89568,45.0
947,19700,2011,3,8,145000,clean,automatic,4wd,full-size,30.181608,-97.97126800000001,67.0
948,19770,2014,3,6,137774,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
949,25000,2014,3,6,54088,clean,automatic,4wd,mid-size,44.4737,-88.06308,45.0
950,15000,2011,2,8,130000,clean,automatic,fwd,full-size,42.4935,-122.8088,50.0
951,7995,2011,2,8,375528,clean,automatic,4wd,full-size,36.307707,-95.605861,57.0
952,29699,2013,3,8,65523,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
955,29450,2015,2,8,76669,clean,automatic,4wd,full-size,35.273684,-93.120968,59.0
956,14995,2012,4,6,116181,clean,automatic,rwd,full-size,32.18182,-90.13761099999999,61.0
958,9665,2004,3,8,90000,clean,automatic,4wd,full-size,38.3796,-77.5349,55.0
960,6800,2005,3,8,162000,clean,automatic,4wd,full-size,42.1743,-91.9892,47.0
961,13100,2011,2,6,184500,clean,automatic,4wd,full-size,41.60808,-81.48038100000001,49.0
962,16304,2011,3,8,136668,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
963,30767,2016,3,6,73397,clean,automatic,4wd,mid-size,44.4737,-88.06308,45.0
964,4995,2004,2,8,165000,clean,automatic,rwd,full-size,34.0296,-86.0967,61.0
965,28995,2013,3,8,58113,clean,automatic,4wd,full-size,43.619439,-116.334449,47.0
966,8999,2010,2,8,103470,clean,automatic,rwd,full-size,28.665045,-82.111604,65.0
967,2300,1984,2,6,90500,clean,manual,rwd,full-size,40.049535,-80.66189399999999,52.0
968,19900,2010,3,8,150114,clean,automatic,4wd,mid-size,38.88358,-94.79383,51.0
969,31499,2017,3,8,8921,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
974,21795,2015,2,6,103217,clean,automatic,4wd,full-size,35.796126,-78.554108,56.0
975,27550,2011,3,8,46096,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
976,35000,2016,3,6,21059,clean,automatic,4wd,mid-size,44.4737,-88.06308,45.0
977,1100,2003,2,8,213000,clean,automatic,4wd,full-size,44.8471,-93.1543,43.0
978,3500,1995,3,8,220000,clean,automatic,rwd,full-size,36.202,-79.1666,56.0
979,2800,1999,2,8,183000,clean,automatic,rwd,full-size,38.9507,-86.6139,48.0
980,5999,2006,3,8,312700,clean,automatic,4wd,full-size,44.8718,-91.9265,45.0
981,4999,1997,2,8,154162,clean,automatic,rwd,full-size,43.372639,-124.212531,50.0
983,9880,2006,3,8,112213,clean,automatic,4wd,mid-size,44.87313,-87.89568,45.0
984,5800,2006,3,6,112413,clean,automatic,rwd,full-size,28.079232,-80.674959,65.0
988,13999,2010,2,8,116800,clean,automatic,4wd,full-size,40.041081,-86.009423,48.0
990,19880,2011,3,8,73224,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
992,39500,2017,4,8,6300,lien,automatic,4wd,full-size,35.5774,-80.8226,56.0
996,8800,2006,3,8,130000,clean,automatic,4wd,full-size,38.263908,-95.73855400000001,51.0
997,26900,2013,3,8,95208,clean,automatic,4wd,full-size,36.277213,-80.339822,56.0
998,22995,2013,3,6,106000,clean,automatic,4wd,full-size,41.951531,-91.677091,47.0
999,2300,2004,1,8,180000,clean,manual,4wd,full-size,41.1092,-83.9957,49.0
1000,17995,2010,3,8,76506,clean,automatic,4wd,mid-size,43.61176,-84.75844000000001,45.0
1001,1900,1999,2,6,179000,clean,manual,rwd,full-size,27.1398,-80.2129,65.0
1002,11700,2010,2,8,144570,clean,automatic,4wd,full-size,42.892121,-85.665539,45.0
1003,11999,2008,3,8,113589,clean,automatic,rwd,full-size,37.609783,-120.995406,59.0
1004,7995,2008,2,8,207344,clean,automatic,4wd,full-size,39.056422,-94.88074300000001,51.0
1007,21995,2012,4,6,173221,clean,automatic,4wd,full-size,38.220529,-90.384202,52.0
1008,9990,2012,2,8,127501,clean,automatic,rwd,full-size,40.468826,-74.281734,52.0
1009,15995,2010,3,8,90260,clean,automatic,4wd,full-size,43.22355200000001,-77.372473,53.0
1011,13995,2007,3,8,145819,clean,automatic,4wd,full-size,35.616097,-78.541161,56.0
1012,26995,2017,3,6,7427,salvage,automatic,4wd,full-size,42.636563,-85.28433299999999,45.0
1013,8000,2006,2,8,120891,clean,automatic,4wd,full-size,44.1415,-103.2052,38.0
1014,24295,2012,2,6,93224,clean,automatic,4wd,full-size,38.190152,-94.02621500000001,52.0
1015,4200,2005,2,8,155000,rebuilt,automatic,4wd,mid-size,40.2084,-74.8291,53.0
1016,3950,2006,3,8,187000,clean,automatic,4wd,full-size,42.484503,-92.324974,47.0
1017,4500,1997,3,6,129678,clean,automatic,rwd,full-size,32.85734799999999,-83.593585,59.0
1018,7500,2004,3,6,29500,clean,manual,rwd,full-size,35.599749,-82.382923,56.0
1019,11500,2010,2,8,153060,clean,automatic,4wd,full-size,44.861013,-91.64787700000001,45.0
1020,3500,2007,2,8,132063,clean,automatic,rwd,full-size,40.902588,-81.150479,49.0
1023,14900,2011,2,6,149610,clean,automatic,rwd,full-size,31.316064,-89.43711400000001,61.0
1024,31995,2015,4,6,29800,clean,automatic,4wd,full-size,43.204543,-75.4242,53.0
1026,7900,2005,3,8,123000,clean,automatic,4wd,full-size,42.484503,-92.324974,47.0
1028,9900,2005,3,8,0,clean,automatic,4wd,full-size,32.252974,-110.97871,71.0
1029,4500,1999,3,8,163000,clean,automatic,4wd,full-size,44.2172,-94.0942,43.0
1030,1500,1992,1,8,160000,clean,automatic,4wd,full-size,36.7504,-89.6918,52.0
1031,21993,2012,3,6,63440,clean,automatic,4wd,full-size,45.75027100000001,-111.184096,40.0
1033,18900,2013,2,8,68284,clean,automatic,rwd,full-size,31.316064,-89.43711400000001,61.0
1034,28373,2015,3,8,48363,clean,automatic,4wd,full-size,41.274888,-95.937166,46.0
1035,2785,1999,2,8,146785,clean,automatic,rwd,full-size,45.75027100000001,-111.184096,40.0
1036,10900,2011,2,8,164000,clean,automatic,4wd,full-size,43.1406,-93.385,47.0
1037,61500,2017,3,6,22973,clean,automatic,4wd,full-size,34.244046,-77.860915,56.0
1038,6250,2009,2,8,175000,clean,manual,rwd,full-size,34.7108,-86.7425,61.0
1040,19480,2015,4,6,135150,clean,automatic,4wd,full-size,37.167749,-113.415403,50.0
1042,21900,2011,2,6,122882,clean,automatic,4wd,full-size,31.316064,-89.43711400000001,61.0
1043,18900,2013,2,8,68288,clean,automatic,rwd,full-size,31.316064,-89.43711400000001,61.0
1045,12188,2011,2,6,146699,clean,automatic,4wd,full-size,42.892121,-85.665539,45.0
1047,13500,2008,3,8,176903,clean,automatic,4wd,full-size,35.887189,-78.265568,56.0
1049,20495,2013,3,6,85650,clean,automatic,4wd,full-size,40.158958,-105.031313,45.0
1050,1600,1998,1,8,120000,clean,automatic,rwd,full-size,28.3506,-82.6288,65.0
1052,34995,2016,4,8,22000,lien,automatic,4wd,full-size,43.4242,-86.374,45.0
1053,1500,1999,3,8,160000,clean,automatic,rwd,full-size,41.6257,-87.598,48.0
1054,19988,2009,2,8,82565,clean,automatic,4wd,full-size,43.630744,-116.251228,47.0
1056,42499,2014,3,8,25658,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
1057,20788,2012,2,8,102015,clean,automatic,4wd,full-size,43.630744,-116.251228,47.0
1058,16800,2011,3,8,145000,clean,automatic,rwd,mid-size,36.2022,-119.338,59.0
1059,10600,2011,3,6,174000,clean,automatic,4wd,full-size,43.81,-111.789,47.0
1061,8495,2006,3,8,152536,clean,automatic,4wd,full-size,38.159627,-85.69770799999999,50.0
1063,3500,2001,3,8,170709,clean,automatic,rwd,full-size,36.192874,-95.75898000000001,57.0
1064,2200,1988,1,8,112000,clean,manual,rwd,full-size,39.264,-78.1989,55.0
1066,2200,1985,2,8,181000,clean,automatic,4wd,full-size,39.264,-78.1989,55.0
1067,9660,2006,3,8,179931,clean,automatic,4wd,mid-size,44.87313,-87.89568,45.0
1068,10995,2006,3,8,186483,clean,automatic,4wd,full-size,43.234867,-86.10724300000001,45.0
1069,9500,2004,3,8,100710,clean,automatic,4wd,full-size,41.7777,-72.5244,51.0
1070,4350,2001,2,8,236581,rebuilt,automatic,4wd,full-size,38.479493,-90.741664,52.0
1071,6420,2008,3,8,222509,clean,automatic,4wd,mid-size,41.10224,-81.48186,49.0
1072,29500,2016,3,8,5905,clean,automatic,rwd,mid-size,34.74851,-77.41559000000001,56.0
1073,3500,1995,3,8,173,clean,automatic,rwd,compact,31.5789,-84.2118,59.0
1075,1350,1993,2,6,199000,clean,manual,rwd,full-size,37.668,-97.3591,51.0
1076,10999,2008,3,8,115109,clean,automatic,rwd,full-size,35.275887,-93.12169899999999,59.0
1077,3000,2001,2,6,119000,clean,manual,rwd,full-size,41.3482,-85.1347,48.0
1078,21995,2014,2,6,81275,clean,automatic,rwd,full-size,36.08996,-96.05206,57.0
1079,17945,2014,3,6,146168,clean,automatic,4wd,full-size,45.75027100000001,-111.184096,40.0
1081,4200,2005,2,8,155000,rebuilt,automatic,4wd,mid-size,40.2084,-74.8291,53.0
1083,17995,2012,2,6,153997,clean,automatic,4wd,full-size,38.153554,-85.659028,50.0
1085,21995,2013,3,8,35589,salvage,automatic,4wd,full-size,42.636702,-85.284945,45.0
1086,9500,2007,2,8,209500,clean,automatic,4wd,full-size,30.8931,-83.3278,59.0
1089,17500,2013,3,8,79000,clean,automatic,4wd,full-size,38.0617,-87.5548,48.0
1090,7900,2005,3,8,167000,clean,automatic,4wd,full-size,37.083439,-94.481651,52.0
1091,16900,2015,3,6,110000,clean,automatic,rwd,full-size,35.679522,-80.45268,56.0
1092,5800,2009,3,8,164533,clean,automatic,rwd,full-size,44.77653,-93.32521899999999,43.0
1093,5485,2008,3,6,109099,clean,automatic,rwd,full-size,27.875196,-82.786723,65.0
1094,12495,2012,3,6,61000,clean,automatic,rwd,full-size,28.609511,-81.288614,65.0
1095,36900,2014,2,8,99110,clean,automatic,4wd,full-size,31.316064,-89.43711400000001,61.0
1096,4980,2003,3,8,168000,clean,automatic,4wd,full-size,41.466864,-82.078342,49.0
1097,17000,2010,4,8,35700,clean,automatic,rwd,full-size,42.351414,-76.906614,53.0
1098,15880,2010,3,8,127094,clean,automatic,4wd,mid-size,44.54929,-88.04897,45.0
1099,8550,2005,3,8,164628,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
1100,12995,2010,2,8,91664,clean,automatic,rwd,full-size,41.680677,-86.126046,48.0
1101,7450,2004,4,8,50425,clean,automatic,rwd,full-size,27.875196,-82.786723,65.0
1102,850,1986,1,8,67408,clean,automatic,rwd,full-size,38.268126,-104.593265,45.0
1103,2800,1993,2,6,243898,clean,automatic,rwd,full-size,40.560488,-83.148455,49.0
1104,5700,2002,2,8,176733,clean,automatic,4wd,full-size,41.875262,-84.018623,45.0
1105,7000,2004,4,6,29500,clean,manual,rwd,full-size,35.601333,-82.382063,56.0
1106,27000,2012,3,8,31250,clean,automatic,4wd,full-size,41.634586,-71.00408,50.0
1108,12950,2011,2,8,163169,clean,automatic,4wd,full-size,38.692648,-82.857744,49.0
1109,9980,2014,2,6,142695,clean,automatic,rwd,full-size,35.743168,-78.908787,56.0
1110,39800,2015,3,6,81233,clean,automatic,4wd,mid-size,34.74851,-77.41559000000001,56.0
1111,31490,2016,3,8,32279,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
1112,22500,2013,2,6,74600,clean,automatic,4wd,full-size,35.9918,-94.3169,59.0
1113,3950,2006,3,8,187000,clean,automatic,4wd,full-size,42.484503,-92.324974,47.0
1114,12000,2011,2,8,130500,clean,automatic,4wd,full-size,44.609901,-69.544659,44.0
1115,8999,2007,3,8,147000,rebuilt,manual,4wd,full-size,42.8876,-112.4381,47.0
1116,4500,1998,1,8,126700,clean,manual,rwd,full-size,37.099509,-85.316384,50.0
1117,3200,1989,3,8,98000,clean,manual,4wd,full-size,39.091925,-108.455544,45.0
1118,7900,2007,3,8,143000,clean,automatic,4wd,full-size,40.756804,-73.985545,53.0
1119,2250,1997,1,6,100000,clean,manual,rwd,full-size,30.6222,-81.5906,65.0
1120,24000,2014,4,8,52000,clean,automatic,4wd,full-size,38.0045,-85.6888,50.0
1122,8988,2005,2,8,0,clean,automatic,4wd,full-size,30.520244,-89.647288,61.0
1124,25000,2013,2,8,115000,clean,automatic,4wd,full-size,35.645438,-88.851003,59.0
1125,30995,2015,3,8,49598,clean,automatic,4wd,full-size,38.671618,-94.36650999999999,52.0
1126,2000,1999,2,8,205000,clean,automatic,4wd,full-size,46.7546,-92.5408,43.0
1128,7900,2005,3,8,101000,clean,automatic,4wd,full-size,42.484503,-92.324974,47.0
1129,29500,2013,3,8,69000,clean,automatic,4wd,full-size,33.5535,-94.8992,67.0
1130,8495,2007,3,8,170254,clean,automatic,4wd,full-size,40.179,-77.0036,53.0
1131,14875,2012,3,8,91713,clean,automatic,4wd,full-size,38.584848,-89.985587,48.0
1132,10770,2008,3,8,149218,clean,automatic,4wd,mid-size,44.54929,-88.04897,45.0
1133,12995,2009,2,8,140455,clean,automatic,4wd,full-size,42.477134,-82.949564,45.0
1134,3900,2003,2,8,174500,clean,automatic,4wd,full-size,47.4156,-92.9356,43.0
1136,4500,2001,2,8,144000,clean,automatic,rwd,full-size,48.9372,-122.4592,50.0
1137,34989,2015,3,8,42249,clean,automatic,4wd,full-size,43.573149,-96.778125,38.0
1139,20800,2014,3,8,99465,clean,automatic,4wd,mid-size,36.2535,-95.33256999999999,57.0
1140,21000,2014,3,6,94000,lien,automatic,fwd,full-size,31.5051,-97.2311,67.0
1141,21999,2013,3,8,97000,clean,automatic,rwd,full-size,30.3649,-97.6827,67.0
1145,23800,2014,3,8,93580,clean,automatic,4wd,full-size,33.066044,-89.593906,61.0
1146,16995,2002,2,8,65336,clean,automatic,rwd,full-size,33.711509,-78.909582,60.0
1147,34000,2015,4,6,50200,clean,automatic,4wd,full-size,32.7678,-96.6082,67.0
1148,20299,2012,3,6,120691,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
1150,6995,2001,2,8,124461,clean,automatic,rwd,full-size,39.74325200000001,-121.886107,59.0
1152,24500,2010,4,8,68524,clean,automatic,4wd,full-size,61.166353,-149.847206,29.0
1156,27992,2014,3,6,31438,clean,automatic,4wd,mid-size,35.821163,-90.671453,59.0
1158,27965,2015,3,6,75578,clean,automatic,4wd,full-size,33.843197,-87.248745,61.0
1161,29500,2016,3,8,5905,clean,automatic,rwd,mid-size,34.74851,-77.41559000000001,56.0
1162,6995,2001,2,8,181780,clean,automatic,4wd,full-size,35.496578,-120.681118,59.0
1164,15990,2008,3,8,117500,clean,automatic,4wd,full-size,30.219472,-97.759417,67.0
1166,33977,2018,3,8,12598,clean,automatic,4wd,mid-size,34.25343,-77.85125,56.0
1167,3550,2007,3,6,133000,clean,automatic,rwd,full-size,42.484503,-92.324974,47.0
1168,16900,2014,2,6,64368,clean,automatic,rwd,full-size,31.316064,-89.43711400000001,61.0
1170,15394,2008,3,8,136085,clean,automatic,4wd,mid-size,35.77523,-77.99925999999999,56.0
1171,20880,2015,3,8,124371,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
1172,8100,2008,3,8,160,clean,automatic,rwd,full-size,28.3932,-81.3622,65.0
1173,12950,2011,2,6,130105,clean,automatic,rwd,full-size,33.512633,-86.79777,61.0
1174,10874,2007,3,8,171071,clean,automatic,4wd,full-size,44.07150900000001,-123.146095,50.0
1175,42499,2014,3,8,25658,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
1176,5500,2004,3,8,175,clean,automatic,rwd,full-size,32.5927,-86.2153,61.0
1178,32599,2015,2,8,28433,clean,automatic,4wd,full-size,40.335245,-76.488033,53.0
1179,9770,2007,3,8,170320,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
1182,1,2018,3,10,20983,clean,other,4wd,full-size,28.466088,-81.396429,65.0
1184,5000,1988,2,8,89600,clean,automatic,rwd,full-size,41.9293,-83.4448,45.0
1185,6950,2009,3,8,181722,clean,automatic,4wd,mid-size,42.64387,-84.0733,45.0
1186,2750,2002,1,8,305958,clean,automatic,4wd,full-size,41.5636,-81.5733,49.0
1188,9250,2006,2,8,175614,clean,automatic,4wd,full-size,30.621073,-87.043047,65.0
1190,21900,2010,2,8,122275,clean,automatic,4wd,full-size,31.316064,-89.43711400000001,61.0
1191,10000,2011,2,8,263400,clean,automatic,4wd,full-size,40.902588,-81.150479,49.0
1192,3500,1999,2,8,229000,clean,automatic,4wd,full-size,35.0271,-85.2356,59.0
1194,5900,2005,2,8,172200,clean,automatic,fwd,full-size,31.23477,-89.27165600000001,61.0
1195,17950,2014,2,8,82400,clean,automatic,rwd,full-size,33.512633,-86.79777,61.0
1196,9950,2008,3,8,125500,clean,automatic,rwd,full-size,39.9727,-82.8329,49.0
1197,7995,2007,2,8,168491,clean,automatic,4wd,full-size,45.52882,-93.369298,43.0
1198,11700,2010,2,8,144570,clean,automatic,4wd,full-size,42.892121,-85.665539,45.0
1202,7999,2009,2,8,168700,clean,automatic,4wd,full-size,43.5667,-91.913,43.0
1204,25493,2013,3,8,41952,clean,automatic,4wd,mid-size,44.52039,-88.06645,45.0
1205,13880,2009,3,8,154597,clean,automatic,4wd,mid-size,44.87313,-87.89568,45.0
1208,4850,2008,2,6,196000,clean,automatic,rwd,full-size,36.9663,-86.3933,50.0
1209,6800,2007,2,8,125000,clean,automatic,4wd,full-size,44.486728,-73.191558,44.0
1210,20950,2016,2,8,148224,clean,automatic,4wd,full-size,38.692648,-82.857744,49.0
1211,8495,2010,2,8,154000,clean,automatic,4wd,full-size,44.2622,-72.4224,44.0
1212,40000,2017,4,8,6000,lien,automatic,4wd,full-size,34.734919,-87.640796,61.0
1213,30995,2016,3,8,120988,clean,automatic,4wd,full-size,38.671618,-94.36650999999999,52.0
1215,3900,2008,2,8,121700,clean,manual,fwd,full-size,31.222977,-89.266819,61.0
1216,18985,2014,2,6,86900,clean,automatic,rwd,full-size,31.453312,-100.464064,67.0
1217,29990,2015,3,8,37271,clean,automatic,4wd,full-size,43.154184,-75.931063,53.0
1218,25999,2013,3,6,61637,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
1219,18500,2012,2,8,62000,clean,automatic,4wd,full-size,46.772234,-92.167976,43.0
1221,5300,2006,2,8,165000,clean,automatic,4wd,full-size,40.0315,-98.0779,46.0
1222,2000,1995,3,6,205000,clean,manual,rwd,full-size,39.0405,-95.7178,51.0
1223,16995,2008,3,8,100593,clean,automatic,4wd,full-size,41.78172199999999,-72.533825,51.0
1226,32658,2015,3,8,31422,clean,automatic,4wd,mid-size,44.52039,-88.06645,45.0
1227,16995,2010,3,8,70816,clean,automatic,4wd,full-size,43.22355200000001,-77.372473,53.0
1229,33000,2015,4,8,58000,clean,automatic,4wd,full-size,40.4659,-88.3609,48.0
1230,18900,2009,2,8,161634,clean,automatic,4wd,full-size,31.217814,-82.357716,59.0
1231,33900,2018,3,8,32028,clean,automatic,4wd,full-size,44.227258,-88.467902,45.0
1232,2800,2002,1,8,256133,clean,automatic,4wd,full-size,38.7492,-77.4878,55.0
1234,8995,2005,2,8,145612,clean,automatic,rwd,full-size,37.084348,-94.52426899999999,52.0
1236,22894,2010,4,8,101071,clean,automatic,4wd,full-size,32.18182,-90.13761099999999,61.0
1237,7988,2009,2,8,188000,clean,automatic,4wd,full-size,30.520244,-89.647288,61.0
1239,13995,2008,3,8,94739,clean,automatic,4wd,full-size,41.78172199999999,-72.533825,51.0
1240,7500,1994,3,8,169000,clean,automatic,rwd,full-size,40.7399,-84.1459,49.0
1241,14770,2010,3,8,149100,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
1242,10849,2013,3,6,103603,clean,automatic,rwd,mid-size,41.24643,-81.35853,49.0
1245,6800,2010,2,6,248438,clean,automatic,rwd,full-size,36.019557,-80.389626,56.0
1246,1100,2002,1,8,96000,clean,automatic,4wd,full-size,45.2052,-85.0183,45.0
1248,26900,2013,3,8,95208,clean,automatic,4wd,full-size,36.277213,-80.339822,56.0
1250,6995,1998,2,8,170000,clean,automatic,4wd,full-size,35.571611,-80.654669,56.0
1251,25685,2013,3,6,73646,clean,automatic,4wd,mid-size,43.271073,-89.724397,45.0
1253,17900,2010,3,8,150114,clean,automatic,4wd,mid-size,38.88358,-94.79383,51.0
1256,5950,2001,3,8,186021,clean,automatic,4wd,full-size,42.114874,-75.954992,53.0
1258,24995,2012,2,6,75118,clean,automatic,4wd,full-size,34.947213,-89.44095300000001,61.0
1259,25880,2014,3,6,104226,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
1260,5000,2001,3,8,140800,clean,automatic,fwd,full-size,39.3402,-84.3998,49.0
1261,18900,2009,2,8,161634,clean,automatic,4wd,full-size,31.217814,-82.357716,59.0
1262,12488,2010,2,8,144570,clean,automatic,4wd,full-size,42.892121,-85.665539,45.0
1263,73055,2018,3,6,1,clean,automatic,4wd,full-size,47.830597,-110.662694,40.0
1264,13000,2009,2,8,143000,clean,automatic,4wd,full-size,41.5817,-83.6628,49.0
1265,1600,1995,1,8,215120,clean,automatic,4wd,full-size,46.8737,-113.8783,40.0
1266,14900,2010,3,8,123224,clean,automatic,4wd,mid-size,43.61176,-84.75844000000001,45.0
1267,6999,2006,3,8,130244,clean,automatic,rwd,full-size,27.873066,-82.78672900000001,65.0
1270,6995,2005,2,8,145145,clean,automatic,4wd,full-size,39.834179,-75.124291,52.0
1271,1800,1996,2,8,183,clean,automatic,rwd,full-size,31.1164,-97.7278,67.0
1272,13450,2008,3,8,95680,clean,automatic,4wd,full-size,42.8697,-85.6628,45.0
1273,6150,2004,2,8,156297,clean,automatic,rwd,full-size,32.91055,-96.70259399999999,67.0
