,price,year,condition,cylinders,odometer,title_status,transmission,drive,size,lat,long,weather
4080,20299,2012,3,6,120691,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
4081,26499,2011,3,8,46096,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
4083,3600,2004,3,8,236000,clean,automatic,4wd,full-size,42.81955,-73.890095,53.0
4084,26900,2013,3,8,95208,clean,automatic,4wd,full-size,36.277213,-80.339822,56.0
4086,11000,2007,2,8,108200,clean,automatic,4wd,full-size,37.724191,-121.152592,59.0
4087,5300,2006,2,8,165000,clean,automatic,4wd,full-size,40.0315,-98.0779,46.0
4089,44819,2015,3,6,37707,clean,automatic,4wd,mid-size,44.52039,-88.06645,45.0
4090,14995,2009,3,8,140149,clean,automatic,4wd,full-size,38.159627,-85.69770799999999,50.0
4091,18999,2012,3,8,102193,clean,automatic,4wd,full-size,42.550206,-114.462303,47.0
4092,17950,2014,2,6,119166,clean,automatic,rwd,full-size,33.512633,-86.79777,61.0
4093,15900,2009,3,8,122815,clean,automatic,4wd,mid-size,43.61176,-84.75844000000001,45.0
4094,24995,2013,2,6,91109,clean,automatic,4wd,full-size,38.053283,-83.961598,50.0
4095,4800,2007,3,6,283000,clean,manual,rwd,full-size,28.8675,-96.999,67.0
4096,25000,2012,3,6,92000,clean,automatic,4wd,full-size,46.6888,-98.2033,38.0
4097,15995,2010,3,8,90260,clean,automatic,4wd,full-size,43.22355200000001,-77.372473,53.0
4099,8588,2007,3,8,138100,clean,automatic,4wd,mid-size,41.10224,-81.48186,49.0
4100,18990,2013,4,8,125300,clean,automatic,4wd,full-size,37.6808,-97.1558,51.0
4101,4500,2005,2,8,219000,clean,automatic,4wd,full-size,38.85387100000001,-94.374732,52.0
4102,9880,2006,3,8,112490,clean,automatic,4wd,mid-size,44.87313,-87.89568,45.0
4104,1600,1991,2,8,187355,clean,automatic,rwd,full-size,38.9039,-119.995,59.0
4106,2500,2003,1,8,218500,clean,automatic,rwd,full-size,37.763495,-121.422272,59.0
4111,15985,2013,3,6,74692,clean,automatic,rwd,full-size,35.844127,-79.938248,56.0
4112,2800,2002,2,8,183000,clean,automatic,fwd,full-size,43.176003,-83.95399,45.0
4113,6950,2002,4,8,87891,clean,automatic,rwd,full-size,41.659345,-73.08260899999999,51.0
4115,7995,2000,3,8,183000,clean,automatic,rwd,full-size,39.363221,-121.686417,59.0
4116,4800,2001,2,8,209000,clean,automatic,4wd,full-size,33.5059,-81.6951,60.0
4117,8995,2003,3,6,66725,clean,automatic,rwd,full-size,39.494492,-119.78862,46.0
4119,3999,2003,2,8,210,clean,automatic,4wd,full-size,42.9282,-83.6264,45.0
4120,5995,1999,2,8,119220,clean,automatic,rwd,full-size,36.914628,-80.31304200000001,55.0
4122,11995,2009,2,8,140455,clean,automatic,4wd,full-size,42.477134,-82.949564,45.0
4125,14200,2009,3,8,165178,clean,automatic,4wd,mid-size,36.28962,-95.31964,57.0
4127,18500,2013,3,6,98000,rebuilt,automatic,4wd,full-size,40.252804,-76.036506,53.0
4128,27500,2013,2,6,99800,clean,automatic,4wd,full-size,32.356164,-89.971375,61.0
4130,5100,2005,2,8,106403,clean,automatic,4wd,full-size,39.9999,-74.2228,52.0
4131,22351,2015,2,6,39403,clean,automatic,rwd,full-size,33.512633,-86.79777,61.0
4132,6950,2006,2,8,144600,clean,automatic,rwd,full-size,29.2353,-81.0658,65.0
4133,5995,1997,2,8,136776,clean,automatic,4wd,full-size,35.496578,-120.681118,59.0
4134,1,2014,3,6,117123,clean,automatic,rwd,full-size,29.975385,-90.172386,67.0
4135,19995,2014,2,6,102069,clean,automatic,4wd,full-size,41.680677,-86.126046,48.0
4136,10888,2010,2,8,190000,clean,automatic,4wd,full-size,30.520244,-89.647288,61.0
4137,9990,2005,2,8,138215,clean,automatic,4wd,full-size,40.468826,-74.281734,52.0
4138,18900,2013,2,8,68288,clean,automatic,rwd,full-size,31.316064,-89.43711400000001,61.0
4139,14980,2011,2,8,150260,clean,automatic,4wd,full-size,38.069235,-84.472736,50.0
4140,24975,2013,3,8,56482,clean,automatic,4wd,full-size,43.204762,-75.440834,53.0
4142,3500,2003,1,8,218500,clean,automatic,rwd,full-size,37.763495,-121.422272,59.0
4144,16995,2002,2,8,65336,clean,automatic,rwd,full-size,33.711509,-78.909582,60.0
4145,33899,2016,3,6,23012,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
4146,1000,2002,2,6,240169,clean,manual,rwd,mid-size,36.8621,-87.4851,50.0
4147,17699,2011,3,6,71026,clean,automatic,rwd,mid-size,43.78124,-88.50265,45.0
4148,1,2014,3,6,117123,clean,automatic,rwd,full-size,29.975385,-90.172386,67.0
4151,9995,2004,2,8,156000,clean,automatic,4wd,full-size,39.188524,-95.561918,51.0
4152,13988,2013,2,6,48459,clean,automatic,rwd,full-size,45.553434,-94.231841,43.0
4153,16995,2007,3,8,30415,clean,automatic,4wd,full-size,47.830597,-110.662694,40.0
4154,12995,2008,2,8,110959,clean,other,4wd,full-size,45.049163,-93.035945,43.0
4155,6500,2007,2,8,172000,clean,automatic,rwd,full-size,32.0149,-97.1198,67.0
4156,19500,2012,3,6,72025,clean,automatic,4wd,full-size,37.4815,-77.6419,55.0
4157,2999,1998,3,6,138000,clean,automatic,fwd,full-size,37.2117,-93.29899999999999,52.0
4158,21549,2013,2,8,105438,clean,automatic,4wd,full-size,35.01845,-85.204983,59.0
4159,2500,1998,2,8,163000,clean,automatic,rwd,full-size,44.213971,-88.424213,45.0
4160,8650,2004,3,8,195087,clean,automatic,4wd,full-size,38.084394,-89.339761,48.0
4161,29900,2013,4,8,165500,lien,automatic,4wd,full-size,45.7753,-108.6519,40.0
4162,4200,1997,3,8,172000,clean,automatic,4wd,full-size,39.190615,-119.773064,46.0
4163,23995,2014,3,6,65174,clean,automatic,rwd,full-size,28.403792,-80.70522,65.0
4164,14790,2011,2,8,121680,clean,automatic,4wd,full-size,41.62507,-83.62534000000001,49.0
4165,13600,2009,3,8,104000,clean,automatic,4wd,full-size,43.8228,-96.7223,38.0
4167,10000,2002,3,8,136182,clean,automatic,4wd,full-size,61.1194,-149.8974,29.0
4168,15500,2002,3,8,120000,clean,automatic,rwd,full-size,34.3033,-77.8039,56.0
4169,18990,2011,3,8,179026,clean,automatic,rwd,full-size,32.867351,-97.262497,67.0
4170,1500,1995,2,6,110000,clean,manual,rwd,full-size,32.5143,-95.9047,67.0
4171,6500,2002,3,8,185000,lien,automatic,4wd,full-size,41.4913,-90.5648,48.0
4172,8995,2005,3,8,110080,clean,automatic,rwd,full-size,42.032203,-91.611698,47.0
4173,16850,2013,2,6,105706,clean,automatic,rwd,full-size,32.427868,-86.467649,61.0
4175,14900,2011,2,6,149610,clean,automatic,rwd,full-size,31.316064,-89.43711400000001,61.0
4176,8495,2007,3,8,158000,clean,automatic,4wd,full-size,43.894386,-75.675025,53.0
4177,16995,2010,3,8,70000,clean,automatic,4wd,full-size,44.4513,-73.1796,44.0
4178,28995,2014,3,8,69679,clean,automatic,4wd,mid-size,34.59723,-112.3173,71.0
4179,22900,2015,3,8,99108,clean,automatic,4wd,full-size,33.066044,-89.593906,61.0
4180,11700,2010,2,8,144570,clean,automatic,4wd,full-size,42.892121,-85.665539,45.0
4181,2495,2002,2,8,201803,clean,automatic,4wd,full-size,42.477134,-82.949564,45.0
4182,24900,2014,3,8,67000,clean,automatic,4wd,full-size,36.673587,-90.241964,52.0
4183,21900,2014,4,6,34100,rebuilt,automatic,4wd,full-size,36.7236,-85.7009,50.0
4186,3499,2000,2,8,188339,clean,automatic,rwd,full-size,36.097565,-95.894237,57.0
4187,39000,2016,3,6,51748,clean,automatic,4wd,mid-size,46.59003,-95.57415999999999,43.0
4189,7450,2007,2,8,142806,clean,automatic,4wd,full-size,44.861013,-91.64787700000001,45.0
4190,8000,2006,3,8,170000,clean,automatic,4wd,full-size,39.4799,-84.4598,49.0
4194,19500,2011,3,8,142500,clean,automatic,4wd,full-size,30.180421,-97.97246899999999,67.0
4196,21904,2013,3,8,91835,clean,automatic,4wd,mid-size,44.52039,-88.06645,45.0
4197,5483,2004,2,8,152816,clean,automatic,4wd,full-size,41.46389,-81.7693,49.0
4198,11995,2008,3,8,148484,clean,automatic,4wd,full-size,45.518031,-122.578752,50.0
4199,16200,2010,3,8,139000,lien,automatic,4wd,full-size,46.4875,-92.1493,45.0
4201,22500,2013,4,6,88538,clean,automatic,rwd,full-size,32.555765,-93.59960699999999,67.0
4202,16995,2002,2,8,65336,clean,automatic,rwd,full-size,33.711509,-78.909582,60.0
4203,7250,2006,2,8,170000,clean,automatic,4wd,full-size,42.3688,-83.4799,45.0
4204,13880,2009,3,8,154597,clean,automatic,4wd,mid-size,44.87313,-87.89568,45.0
4208,13900,2016,3,6,23387,salvage,automatic,rwd,full-size,25.8325,-80.2808,65.0
4210,27199,2015,3,6,22473,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
4211,6999,2002,3,8,119726,clean,automatic,4wd,full-size,41.9521,-91.6853,47.0
4214,34975,2018,5,8,17455,clean,automatic,4wd,full-size,29.770834,-82.283186,65.0
4215,13988,2009,3,8,165165,clean,automatic,4wd,full-size,30.457131,-84.346848,65.0
4217,9250,2009,2,8,90000,clean,automatic,fwd,full-size,34.462,-84.4759,59.0
4219,33890,2018,3,8,17621,clean,automatic,rwd,full-size,43.15455900000001,-75.932436,53.0
4220,24995,2012,2,6,122461,clean,automatic,4wd,full-size,34.947213,-89.44095300000001,61.0
4221,3995,2000,2,8,124860,clean,automatic,rwd,full-size,39.715206,-84.124328,49.0
4222,29500,2016,3,8,5905,clean,automatic,rwd,mid-size,34.74851,-77.41559000000001,56.0
4223,25987,2013,3,8,47199,clean,automatic,4wd,mid-size,44.52039,-88.06645,45.0
4224,1600,2001,2,8,177000,clean,automatic,4wd,full-size,45.2825,-93.4186,43.0
4226,38995,2012,3,8,70274,clean,automatic,4wd,full-size,38.611926,-121.423565,59.0
4227,40995,2014,3,8,88339,clean,automatic,4wd,full-size,28.403792,-80.70522,65.0
4228,9660,2006,3,8,179931,clean,automatic,4wd,mid-size,44.87313,-87.89568,45.0
4229,23900,2013,3,6,91637,clean,automatic,4wd,full-size,44.227258,-88.467902,45.0
4230,20981,2013,3,8,135332,clean,automatic,4wd,mid-size,39.11632,-94.75917,51.0
4231,3328,1998,3,8,253765,clean,automatic,4wd,full-size,44.585547,-123.25671,50.0
4232,9500,2008,2,8,120000,rebuilt,automatic,4wd,full-size,35.604342,-82.616101,56.0
4233,16995,2010,3,8,76368,clean,automatic,4wd,mid-size,43.61176,-84.75844000000001,45.0
4235,35995,2016,2,8,19050,clean,automatic,4wd,full-size,43.078373,-92.31780400000001,47.0
4240,16000,2012,3,8,185000,clean,automatic,4wd,full-size,35.833946,-78.266651,56.0
4241,6499,2004,4,8,50425,clean,automatic,rwd,full-size,27.875196,-82.786723,65.0
4242,7900,2004,2,8,125421,clean,automatic,4wd,full-size,40.902588,-81.150479,49.0
4243,12000,1995,3,8,171000,clean,automatic,4wd,full-size,39.7533,-89.58,48.0
4244,28455,2014,3,8,28795,clean,automatic,4wd,mid-size,36.47793,-79.7389,56.0
4245,16900,2014,2,8,117000,clean,automatic,4wd,full-size,30.387513,-86.402925,65.0
4247,24499,2010,2,8,60469,clean,automatic,4wd,full-size,38.843335,-104.793839,45.0
4248,16440,2013,3,8,141760,clean,automatic,4wd,mid-size,44.54929,-88.04897,45.0
4249,11950,2007,3,8,77533,clean,automatic,4wd,full-size,37.286501,-80.056719,55.0
4250,22900,2012,2,8,125874,clean,automatic,4wd,full-size,31.316064,-89.43711400000001,61.0
4251,24900,2012,3,8,135592,clean,automatic,4wd,full-size,36.277213,-80.339822,56.0
4252,16899,2009,3,8,110516,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
4253,15500,2011,3,8,177000,clean,automatic,4wd,full-size,30.494466,-92.424402,67.0
4254,17000,2011,3,8,145000,clean,automatic,rwd,mid-size,36.2022,-119.338,59.0
4255,29799,2013,3,6,50617,clean,automatic,4wd,mid-size,44.52039,-88.06645,45.0
4256,5900,2002,2,8,186000,clean,automatic,4wd,full-size,40.167497,-122.238136,59.0
4257,16500,2010,4,8,87000,clean,automatic,4wd,full-size,36.815449,-119.790179,59.0
4258,4200,2003,3,8,227000,lien,automatic,4wd,full-size,40.0964,-77.0339,53.0
4259,17435,2012,2,6,123729,clean,automatic,4wd,full-size,38.717906,-108.054869,45.0
4260,16500,2010,3,8,148000,clean,automatic,4wd,full-size,42.4019,-96.3534,47.0
4262,17850,2014,2,8,103505,clean,automatic,4wd,full-size,35.273684,-93.120968,59.0
4263,2500,1999,2,8,216000,clean,automatic,4wd,full-size,42.9295,-89.387,45.0
4264,10900,2010,3,8,0,clean,automatic,4wd,full-size,32.252974,-110.97871,71.0
4265,22995,2012,3,8,102266,clean,automatic,4wd,mid-size,34.59723,-112.3173,71.0
4266,18550,2011,3,6,129594,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
4267,17950,2014,2,8,82400,clean,automatic,rwd,full-size,33.512633,-86.79777,61.0
4268,2500,2000,2,8,194000,clean,automatic,4wd,full-size,38.5347,-121.4451,59.0
4271,9995,2006,3,6,106000,clean,automatic,rwd,full-size,32.25,-110.8869,71.0
4272,32000,2014,3,6,56098,clean,automatic,4wd,mid-size,34.74851,-77.41559000000001,56.0
4273,8495,2007,2,8,11644,clean,automatic,4wd,full-size,39.073454,-95.664519,51.0
4274,9500,2005,4,8,88000,clean,automatic,4wd,full-size,37.8642,-82.3741,52.0
4275,32995,2016,3,6,73405,clean,automatic,4wd,mid-size,44.4737,-88.06308,45.0
4276,16995,2010,3,8,70816,clean,automatic,4wd,full-size,43.22355200000001,-77.372473,53.0
4277,32999,2013,4,8,66000,clean,automatic,4wd,full-size,42.868175,-85.862086,45.0
4278,16995,2012,3,6,103529,clean,automatic,rwd,full-size,31.732124,-106.364833,67.0
4279,27985,2014,3,6,54182,clean,automatic,4wd,mid-size,44.52039,-88.06645,45.0
4280,12895,2008,3,8,91860,clean,automatic,4wd,full-size,43.639084,-116.262984,47.0
4284,32995,2015,3,6,63373,clean,automatic,4wd,full-size,45.832707,-95.388536,43.0
4285,9998,2005,2,8,160256,clean,automatic,4wd,full-size,44.28290399999999,-121.17374,50.0
4288,17950,2012,3,8,115212,clean,automatic,4wd,full-size,42.944251,-83.730441,45.0
4291,21000,2012,3,6,139855,clean,automatic,4wd,full-size,35.887189,-78.265568,56.0
4292,37000,2018,3,8,1235,clean,automatic,4wd,mid-size,34.74851,-77.41559000000001,56.0
4294,7977,2005,2,8,159323,clean,automatic,4wd,full-size,42.345504,-88.269936,48.0
4296,2000,1996,1,8,208000,clean,manual,4wd,full-size,39.2839,-106.0628,45.0
4297,23861,2016,3,6,59651,clean,automatic,rwd,mid-size,37.93882,-121.69586,59.0
4298,5996,2003,2,8,141021,clean,automatic,4wd,full-size,44.602263,-73.16141,44.0
4299,29995,2016,3,6,22726,clean,automatic,4wd,full-size,43.153933,-75.934839,53.0
4300,15500,1977,4,8,24,clean,automatic,4wd,full-size,43.0932,-76.2904,53.0
4301,7844,2003,3,8,162301,clean,automatic,rwd,full-size,35.841559,-86.38964399999999,59.0
4302,14900,2014,3,8,63745,clean,automatic,rwd,full-size,36.277213,-80.339822,56.0
4303,13091,2010,3,8,142166,clean,automatic,4wd,full-size,43.97368,-88.583361,45.0
4304,6995,2007,2,8,168979,clean,automatic,4wd,full-size,43.54986,-89.438579,45.0
4306,61955,2017,2,6,21946,clean,automatic,4wd,full-size,42.50482299999999,-92.405569,47.0
4307,9888,2005,2,8,119000,clean,automatic,rwd,full-size,30.520244,-89.647288,61.0
4310,11985,2009,3,8,156000,clean,automatic,4wd,full-size,42.979576,-82.43341600000001,45.0
4311,25452,2013,3,8,37419,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
4312,7500,1996,3,8,330000,clean,automatic,rwd,full-size,30.284048,-81.447452,65.0
4313,6495,2002,2,8,205792,clean,automatic,4wd,full-size,38.820464,-104.824527,45.0
4315,1900,1992,2,8,228000,clean,automatic,rwd,full-size,37.2853,-80.0692,55.0
4316,18000,2013,3,8,145000,clean,automatic,rwd,full-size,30.5247,-90.8557,67.0
4317,24995,2014,3,8,106588,clean,automatic,4wd,mid-size,34.59723,-112.3173,71.0
4318,23000,2012,3,8,45682,lien,automatic,4wd,full-size,60.41439399999999,-151.003024,29.0
4320,35850,2014,3,6,35577,clean,automatic,4wd,mid-size,34.74851,-77.41559000000001,56.0
4321,13750,2012,2,8,129000,clean,automatic,4wd,full-size,47.1158,-88.55799999999999,45.0
4322,14900,2011,2,6,149610,clean,automatic,rwd,full-size,31.316064,-89.43711400000001,61.0
4323,9000,2005,2,8,190000,clean,automatic,4wd,full-size,32.2848,-93.8003,67.0
4324,13988,2011,2,6,146699,clean,automatic,4wd,full-size,42.892121,-85.665539,45.0
4325,10900,2001,3,8,124061,clean,automatic,rwd,full-size,43.204762,-75.440834,53.0
4328,14600,2012,2,6,174373,clean,automatic,4wd,full-size,35.250553,-91.711354,59.0
4329,28950,2013,2,6,88005,clean,automatic,4wd,full-size,30.649625,-88.127994,61.0
4330,18994,2013,3,6,75295,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
4331,6200,2005,3,8,197000,clean,automatic,rwd,full-size,35.1969,-78.6625,56.0
4332,2785,1999,2,8,146785,clean,automatic,rwd,full-size,45.75027100000001,-111.184096,40.0
4334,15995,2010,3,8,90260,clean,automatic,4wd,full-size,43.22355200000001,-77.372473,53.0
4335,16440,2013,3,8,141760,clean,automatic,4wd,mid-size,44.54929,-88.04897,45.0
4336,24990,2016,3,6,93657,clean,automatic,4wd,full-size,41.27491699999999,-95.937209,46.0
4337,18950,2014,2,6,56527,clean,automatic,rwd,full-size,33.512633,-86.79777,61.0
4338,14995,2010,3,8,120715,clean,automatic,4wd,full-size,43.22355200000001,-77.372473,53.0
4339,42499,2014,3,8,25658,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
4340,32000,2014,3,6,56098,clean,automatic,4wd,mid-size,34.74851,-77.41559000000001,56.0
4341,27995,2015,3,6,47970,clean,automatic,4wd,full-size,38.671618,-94.36650999999999,52.0
4342,1000,1989,2,8,292314,clean,automatic,rwd,full-size,37.3182,-94.2731,52.0
4343,7500,1993,3,8,113151,clean,automatic,4wd,full-size,40.7592,-124.1593,59.0
4344,5700,2003,3,8,192000,clean,automatic,4wd,full-size,44.162701,-93.99868000000001,43.0
4346,10974,2007,3,8,132448,clean,automatic,4wd,full-size,45.75027100000001,-111.184096,40.0
4347,24770,2014,3,6,78543,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
4348,3495,2002,2,8,201803,clean,automatic,4wd,full-size,42.477134,-82.949564,45.0
4349,9788,2004,3,8,149347,clean,automatic,4wd,full-size,38.611926,-121.423565,59.0
4350,25900,2013,3,8,95208,clean,automatic,4wd,full-size,36.277213,-80.339822,56.0
4351,4000,2002,2,8,104000,clean,automatic,4wd,mid-size,41.910312,-72.406541,51.0
4352,20995,2013,3,6,112940,clean,automatic,4wd,full-size,38.671618,-94.36650999999999,52.0
4353,38995,2012,3,8,70274,clean,automatic,4wd,full-size,38.611926,-121.423565,59.0
4354,32995,2015,2,8,62688,clean,automatic,4wd,full-size,42.970214,-90.112347,45.0
4355,28990,2015,3,8,37271,clean,automatic,4wd,full-size,43.154434,-75.931234,53.0
4358,14000,2014,2,8,113000,clean,automatic,rwd,full-size,27.693803,-97.403476,67.0
4360,22497,2014,4,6,82597,clean,automatic,rwd,full-size,32.555765,-93.59960699999999,67.0
4361,26995,2013,2,6,67104,clean,automatic,4wd,full-size,42.970214,-90.112347,45.0
4362,23998,2013,3,8,75598,clean,automatic,4wd,full-size,42.91082,-85.599111,45.0
4363,31999,2015,3,6,78915,clean,automatic,4wd,full-size,35.839694,-86.387087,59.0
4364,4900,2004,3,6,148523,clean,automatic,4wd,full-size,35.8949,-78.7051,56.0
4365,11995,2008,3,8,148484,clean,automatic,4wd,full-size,45.518031,-122.578752,50.0
4366,27996,2014,2,8,22918,clean,automatic,4wd,full-size,40.335245,-76.488033,53.0
4367,32999,2015,4,6,39798,clean,automatic,4wd,compact,38.976487,-88.160859,48.0
4368,9990,2012,2,8,127501,clean,automatic,rwd,full-size,40.468826,-74.281734,52.0
4370,4995,2002,2,8,195108,clean,automatic,rwd,full-size,35.496578,-120.681118,59.0
4371,2500,1998,1,8,114500,clean,automatic,4wd,full-size,40.04307,-87.599154,48.0
4372,11995,2008,3,8,148484,clean,automatic,4wd,full-size,45.518031,-122.578752,50.0
4373,18500,2011,3,6,80100,clean,automatic,rwd,full-size,30.5928,-88.1946,61.0
4374,4990,1997,2,6,82946,clean,automatic,rwd,full-size,40.468826,-74.281734,52.0
4376,1600,1994,2,6,111373,clean,automatic,fwd,full-size,37.376439,-81.018784,52.0
4377,1200,1998,2,6,130000,clean,manual,rwd,mid-size,40.105409,-75.343424,53.0
4379,10900,2004,3,8,146000,clean,automatic,4wd,full-size,36.6955,-93.115,52.0
4380,14995,2010,3,8,120715,clean,automatic,4wd,full-size,43.22355200000001,-77.372473,53.0
4381,9800,2005,4,8,127000,clean,automatic,4wd,full-size,42.3349,-83.1801,45.0
4383,37500,2015,3,6,67102,clean,automatic,4wd,mid-size,34.74851,-77.41559000000001,56.0
4384,15900,2011,3,8,144448,clean,automatic,rwd,full-size,35.887189,-78.265568,56.0
4385,33000,2018,5,8,5000,rebuilt,automatic,4wd,full-size,25.9974,-80.3248,65.0
4386,12488,2010,2,8,144570,clean,automatic,4wd,full-size,42.892121,-85.665539,45.0
4388,6995,2001,2,8,124461,clean,automatic,rwd,full-size,39.74325200000001,-121.886107,59.0
4391,5483,2004,2,8,152816,clean,automatic,4wd,full-size,41.46389,-81.7693,49.0
4392,6000,2004,2,8,185000,clean,automatic,4wd,full-size,35.6895,-81.5387,56.0
4396,3500,2001,1,8,171000,salvage,automatic,4wd,full-size,42.8256,-86.0104,45.0
4397,14995,2010,3,8,162403,clean,automatic,4wd,full-size,42.701772,-89.00885799999999,45.0
4399,26900,2015,3,6,94380,clean,automatic,4wd,full-size,33.066044,-89.593906,61.0
4400,15995,2009,3,8,136101,clean,automatic,4wd,full-size,38.159627,-85.69770799999999,50.0
4401,5496,2003,2,8,141021,clean,automatic,4wd,full-size,44.602263,-73.16141,44.0
4403,6750,2005,3,8,116116,clean,automatic,rwd,full-size,27.875196,-82.786723,65.0
